0.00000000000000e+00     0.00000000000000e+00     0.00000000000000e+00     0.00000000000000e+00     2.00000000000000e+01     0.00000000000000e+00     1.00000000000000e+00
1.00000000000000e-01     1.89907501227897e+00     -4.83162634358974e-01     1.98013266933026e-01     1.72043718257493e+01     -9.39874253452308e+00     1.96039734661339e+00
2.00000000000000e-01     3.30563858395873e+00     -1.79123396975781e+00     3.92105608477902e-01     1.03827024344192e+01     -1.61699461258421e+01     1.92157887830442e+00
3.00000000000000e-01     3.90087943323518e+00     -3.57745769463097e+00     5.82354664159181e-01     1.33253564019811e+00     -1.87889056272497e+01     1.88352906716816e+00
4.00000000000000e-01     3.57350383311954e+00     -5.39372632538462e+00     7.68836536135822e-01     -7.68333239354703e+00     -1.67887739005208e+01     1.84623269277284e+00
5.00000000000000e-01     2.43835719386696e+00     -6.80226841945255e+00     9.51625819643075e-01     -1.44990135360362e+01     -1.08313322854443e+01     1.80967483607138e+00
6.00000000000000e-01     7.99956726385284e-01     -7.48047496531756e+00     1.13079563283157e+00     -1.75623661718649e+01     -2.50368863886291e+00     1.77384087343369e+00
7.00000000000000e-01     -9.28140251207203e-01     -7.29393563668837e+00     1.30641764601553e+00     -1.62840501332004e+01     6.09948838337369e+00     1.73871647079689e+00
8.00000000000000e-01     -2.32701964276251e+00     -6.32137410984129e+00     1.47856211034191e+00     -1.11414666206540e+01     1.28993730357808e+01     1.70428757793162e+00
9.00000000000000e-01     -3.07331893285637e+00     -4.82737324137258e+00     1.64729788589172e+00     -3.52220242029161e+00     1.63320693125564e+01     1.67054042282166e+00
1.00000000000000e+00     -3.01321298140518e+00     -3.19149217485169e+00     1.81269246922501e+00     4.64518172202258e+00     1.57043633419963e+01     1.63746150615500e+00
1.10000000000000e+00     -2.19274747645331e+00     -1.81252288641937e+00     1.97481202038043e+00     1.13759350631938e+01     1.13262419595504e+01     1.60503759592391e+00
1.20000000000000e+00     -8.38938930334151e-01     -1.01187506967044e+00     2.13372138934004e+00     1.51084124377146e+01     4.39706966560484e+00     1.57325572213199e+00
1.30000000000000e+00     7.01886484603961e-01     -9.59347830929847e-01     2.28948414197025e+00     1.50628835484300e+01     -3.31756285683384e+00     1.54210317160595e+00
1.40000000000000e+00     2.05201765211056e+00     -1.63825399189884e+00     2.44216258544899e+00     1.13983265100837e+01     -9.93243746217306e+00     1.51156748291020e+00
1.50000000000000e+00     2.89438237247395e+00     -2.85673845486545e+00     2.59181779318938e+00     5.13743125117795e+00     -1.39005641713966e+01     1.48163644136212e+00
1.60000000000000e+00     3.04638907808820e+00     -4.30075989944730e+00     2.73850962926995e+00     -2.11307731285415e+00     -1.43717934105516e+01     1.45229807414601e+00
1.70000000000000e+00     2.49854878366021e+00     -5.61436758677387e+00     2.88229677238105e+00     -8.57154769060138e+00     -1.13698704009463e+01     1.42354064552379e+00
1.80000000000000e+00     1.40997335510921e+00     -6.48690684720201e+00     3.02323673929710e+00     -1.27165289070319e+01     -5.75248540610564e+00     1.39535265214058e+00
1.90000000000000e+00     6.35219404495544e-02     -6.72591933153256e+00     3.16138590788411e+00     -1.36423010457527e+01     1.02757416405874e+00     1.36772281842318e+00
2.00000000000000e+00     -1.20704143884397e+00     -6.29877480502199e+00     3.29679953965152e+00     -1.12524657373412e+01     7.29496215522425e+00     1.34064009206970e+00
2.10000000000000e+00     -2.09927260763611e+00     -5.33425223836224e+00     3.42953180185758e+00     -6.25140667028398e+00     1.15632134858530e+01     1.31409363962848e+00
2.20000000000000e+00     -2.41352148311863e+00     -4.08525944296752e+00     3.55963578917695e+00     5.64070817861051e-02     1.28846593041867e+01     1.28807284216461e+00
2.30000000000000e+00     -2.09689612253042e+00     -2.86317540636370e+00     3.68716354493931e+00     6.10350219268756e+00     1.10571156939248e+01     1.26256729101214e+00
2.40000000000000e+00     -1.25022644009984e+00     -1.96071001016492e+00     3.81216608194736e+00     1.04464952371954e+01     6.64327420253218e+00     1.23756678361053e+00
2.50000000000000e+00     -9.78034433341661e-02     -1.58227401620869e+00     3.93469340288262e+00     1.21081906076234e+01     8.05472019912565e-01     1.21306131942348e+00
2.60000000000000e+00     1.07137336716043e+00     -1.79830269046839e+00     4.05479452030718e+00     1.07942118742259e+01     -4.99720629770847e+00     1.18904109593856e+00
2.70000000000000e+00     1.97560110157800e+00     -2.53357416327646e+00     4.17251747626939e+00     6.93700896330212e+00     -9.37129067523471e+00     1.16549650474612e+00
2.80000000000000e+00     2.40790324618661e+00     -3.59099853724756e+00     4.28790936152129e+00     1.56342666452488e+00     -1.13213165234835e+01     1.14241812769574e+00
2.90000000000000e+00     2.28285461599820e+00     -4.70376947033294e+00     4.40101633435556e+00     -3.97541827486433e+00     -1.04735191859244e+01     1.11979673312889e+00
3.00000000000000e+00     1.65235308449657e+00     -5.60223072084550e+00     4.51188363906946e+00     -8.34162422112681e+00     -7.14131927831376e+00     1.09762327218611e+00
3.10000000000000e+00     6.87763646722993e-01     -6.07880771397747e+00     4.62055562406310e+00     -1.05315912992320e+01     -2.22305669081947e+00     1.07588887518738e+00
3.20000000000000e+00     -3.65955343425596e-01     -6.03547171479177e+00     4.72707575957948e+00     -1.01041675052737e+01     3.03687106008633e+00     1.05458484808410e+00
3.30000000000000e+00     -1.25201881380293e+00     -5.50301160801299e+00     4.83148665509308e+00     -7.26465427730438e+00     7.36069639061724e+00     1.03370266898138e+00
3.40000000000000e+00     -1.76400431140628e+00     -4.62858540367685e+00     4.93383007635427e+00     -2.79012615610300e+00     9.74573863776679e+00     1.01323398472915e+00
3.50000000000000e+00     -1.79349841691447e+00     -3.63578673232879e+00     5.03414696209616e+00     2.17976602173895e+00     9.69464943103811e+00     9.93170607580767e-01
3.60000000000000e+00     -1.35231683977516e+00     -2.76790248263181e+00     5.13247744041063e+00     6.43095095479596e+00     7.31516469540215e+00     9.73504511917874e-01
3.70000000000000e+00     -5.64953214352914e-01     -2.22865991868227e+00     5.22886084480008e+00     8.96969104945925e+00     3.27049805550102e+00     9.54227831039984e-01
3.80000000000000e+00     3.65761715449697e-01     -2.13480483977896e+00     5.32333572991140e+00     9.25282345801526e+00     -1.40184760929269e+00     9.35332854017720e-01
3.90000000000000e+00     1.21048598736319e+00     -2.49144645593216e+00     5.41593988695832e+00     7.30067052286657e+00     -5.55414064562951e+00     9.16812022608336e-01
4.00000000000000e+00     1.76953437420894e+00     -3.19520350179281e+00     5.50671035883839e+00     3.67007561619414e+00     -8.20863117068612e+00     8.98657928232321e-01
4.10000000000000e+00     1.91971662595787e+00     -4.06330598900688e+00     5.59568345495067e+00     -7.00473270225975e-01     -8.78592193198800e+00     8.80863309009866e-01
4.20000000000000e+00     1.64095260244852e+00     -4.88064010352347e+00     5.68289476571991e+00     -4.73139103810705e+00     -7.22863499153790e+00     8.63421046856018e-01
4.30000000000000e+00     1.01705896149248e+00     -5.45272453988151e+00     5.76837917683325e+00     -7.46703449170605e+00     -3.99474989948612e+00     8.46324164633349e-01
4.40000000000000e+00     2.11530336289227e-01     -5.65165142280931e+00     5.85217088319496e+00     -8.30056318130440e+00     7.26786031157269e-02     8.29565823361007e-01
4.50000000000000e+00     -5.74883490716530e-01     -5.44422421818698e+00     5.93430340260481e+00     -7.10614439279161e+00     3.96326229722005e+00     8.13139319479038e-01
4.60000000000000e+00     -1.15389354060735e+00     -4.89622642615126e+00     6.01480958916568e+00     -4.25035342263484e+00     6.74871298826702e+00     7.97038082166863e-01
4.70000000000000e+00     -1.39444424222418e+00     -4.15273021826639e+00     6.09372164642562e+00     -4.84762242887131e-01     7.80276725477418e+00     7.81255670714874e-01
4.80000000000000e+00     -1.25197395623701e+00     -3.40011725214233e+00     6.17107114025973e+00     3.24980853053577e+00     6.93989323161352e+00     7.65785771948054e-01
