0.0001   1.0001
0.0101   1.01015
0.0201   1.0203
0.0301   1.03056
0.0401   1.04091
0.0501   1.05138
0.0601   1.06194
0.0701   1.07262
0.0801   1.0834
0.0901   1.09428
0.1001   1.10528
0.1101   1.11639
0.1201   1.12761
0.1301   1.13894
0.1401   1.15039
0.1501   1.16195
0.1601   1.17363
0.1701   1.18542
0.1801   1.19734
0.1901   1.20937
0.2001   1.22152
0.2101   1.2338
0.2201   1.2462
0.2301   1.25873
0.2401   1.27138
0.2501   1.28415
0.2601   1.29706
0.2701   1.3101
0.2801   1.32326
0.2901   1.33656
0.3001   1.34999
0.3101   1.36356
0.3201   1.37727
0.3301   1.39111
0.3401   1.40509
0.3501   1.41921
0.3601   1.43347
0.3701   1.44788
0.3801   1.46243
0.3901   1.47713
0.4001   1.49197
0.4101   1.50697
0.4201   1.52211
0.4301   1.53741
0.4401   1.55286
0.4501   1.56847
0.4601   1.58423
0.4701   1.60015
0.4801   1.61624
0.4901   1.63248
0.5001   1.64889
0.5101   1.66546
0.5201   1.6822
0.5301   1.6991
0.5401   1.71618
0.5501   1.73343
0.5601   1.75085
0.5701   1.76844
0.5801   1.78622
0.5901   1.80417
0.6001   1.8223
0.6101   1.84062
0.6201   1.85911
0.6301   1.8778
0.6401   1.89667
0.6501   1.91573
0.6601   1.93499
0.6701   1.95443
0.6801   1.97408
0.6901   1.99391
0.7001   2.01395
0.7101   2.03419
0.7201   2.05464
0.7301   2.07529
0.7401   2.09615
0.7501   2.11721
0.7601   2.13849
0.7701   2.15998
0.7801   2.18169
0.7901   2.20362
0.8001   2.22576
0.8101   2.24813
0.8201   2.27073
0.8301   2.29355
0.8401   2.3166
0.8501   2.33988
0.8601   2.3634
0.8701   2.38715
0.8801   2.41114
0.8901   2.43537
0.9001   2.45985
0.9101   2.48457
0.9201   2.50954
0.9301   2.53476
0.9401   2.56024
0.9501   2.58597
0.9601   2.61196
0.9701   2.63821
0.9801   2.66472
0.9901   2.6915
1.0001   2.71855
1.0101   2.74588
1.0201   2.77347
1.0301   2.80135
1.0401   2.8295
1.0501   2.85794
1.0601   2.88666
1.0701   2.91567
1.0801   2.94497
1.0901   2.97457
1.1001   3.00447
1.1101   3.03466
1.1201   3.06516
1.1301   3.09597
1.1401   3.12708
1.1501   3.15851
1.1601   3.19025
1.1701   3.22231
1.1801   3.2547
1.1901   3.28741
1.2001   3.32045
1.2101   3.35382
1.2201   3.38753
1.2301   3.42157
1.2401   3.45596
1.2501   3.49069
1.2601   3.52577
1.2701   3.56121
1.2801   3.597
1.2901   3.63315
1.3001   3.66966
1.3101   3.70654
1.3201   3.7438
1.3301   3.78142
1.3401   3.81943
1.3501   3.85781
1.3601   3.89658
1.3701   3.93574
1.3801   3.9753
1.3901   4.01525
1.4001   4.05561
1.4101   4.09637
1.4201   4.13753
1.4301   4.17912
1.4401   4.22112
1.4501   4.26354
1.4601   4.30639
1.4701   4.34967
1.4801   4.39338
1.4901   4.43754
1.5001   4.48214
1.5101   4.52718
1.5201   4.57268
1.5301   4.61864
1.5401   4.66506
1.5501   4.71194
1.5601   4.7593
1.5701   4.80713
1.5801   4.85544
1.5901   4.90424
1.6001   4.95353
1.6101   5.00331
1.6201   5.0536
1.6301   5.10439
1.6401   5.15569
1.6501   5.2075
1.6601   5.25984
1.6701   5.3127
1.6801   5.36609
1.6901   5.42002
1.7001   5.47449
1.7101   5.52951
1.7201   5.58509
1.7301   5.64122
1.7401   5.69791
1.7501   5.75518
1.7601   5.81302
1.7701   5.87144
1.7801   5.93045
1.7901   5.99005
1.8001   6.05025
1.8101   6.11106
1.8201   6.17248
1.8301   6.23451
1.8401   6.29717
1.8501   6.36046
1.8601   6.42438
1.8701   6.48895
1.8801   6.55416
1.8901   6.62003
1.9001   6.68656
1.9101   6.75376
1.9201   6.82164
1.9301   6.8902
1.9401   6.95945
1.9501   7.02939
1.9601   7.10004
1.9701   7.17139
1.9801   7.24347
1.9901   7.31627
2.0001   7.3898
2.0101   7.46406
2.0201   7.53908
2.0301   7.61485
2.0401   7.69138
2.0501   7.76868
2.0601   7.84675
2.0701   7.92562
2.0801   8.00527
2.0901   8.08572
2.1001   8.16699
2.1101   8.24907
2.1201   8.33197
2.1301   8.41571
2.1401   8.50029
2.1501   8.58572
2.1601   8.672
2.1701   8.75916
2.1801   8.84719
2.1901   8.93611
2.2001   9.02592
2.2101   9.11663
2.2201   9.20825
2.2301   9.3008
2.2401   9.39427
2.2501   9.48868
2.2601   9.58405
2.2701   9.68037
2.2801   9.77766
2.2901   9.87593
2.3001   9.97518
2.3101   10.0754
2.3201   10.1767
2.3301   10.279
2.3401   10.3823
2.3501   10.4866
2.3601   10.592
2.3701   10.6985
2.3801   10.806
2.3901   10.9146
2.4001   11.0243
2.4101   11.1351
2.4201   11.247
2.4301   11.36
2.4401   11.4742
2.4501   11.5895
2.4601   11.706
2.4701   11.8236
2.4801   11.9425
2.4901   12.0625
2.5001   12.1837
2.5101   12.3062
2.5201   12.4298
2.5301   12.5548
2.5401   12.6809
2.5501   12.8084
2.5601   12.9371
2.5701   13.0671
2.5801   13.1985
2.5901   13.3311
2.6001   13.4651
2.6101   13.6004
2.6201   13.7371
2.6301   13.8752
2.6401   14.0146
2.6501   14.1555
2.6601   14.2977
2.6701   14.4414
2.6801   14.5866
2.6901   14.7331
2.7001   14.8812
2.7101   15.0308
2.7201   15.1818
2.7301   15.3344
2.7401   15.4885
2.7501   15.6442
2.7601   15.8014
2.7701   15.9602
2.7801   16.1206
2.7901   16.2826
2.8001   16.4463
2.8101   16.6116
2.8201   16.7785
2.8301   16.9472
2.8401   17.1175
2.8501   17.2895
2.8601   17.4633
2.8701   17.6388
2.8801   17.8161
2.8901   17.9951
2.9001   18.176
2.9101   18.3586
2.9201   18.5431
2.9301   18.7295
2.9401   18.9177
2.9501   19.1079
2.9601   19.2999
2.9701   19.4939
2.9801   19.6898
2.9901   19.8877
3.0001   20.0875
3.0101   20.2894
3.0201   20.4933
3.0301   20.6993
3.0401   20.9073
3.0501   21.1175
3.0601   21.3297
3.0701   21.5441
3.0801   21.7606
3.0901   21.9793
3.1001   22.2002
3.1101   22.4233
3.1201   22.6486
3.1301   22.8763
3.1401   23.1062
3.1501   23.3384
3.1601   23.573
3.1701   23.8099
3.1801   24.0492
3.1901   24.2909
3.2001   24.535
3.2101   24.7816
3.2201   25.0306
3.2301   25.2822
3.2401   25.5363
3.2501   25.7929
3.2601   26.0521
3.2701   26.314
3.2801   26.5784
3.2901   26.8455
3.3001   27.1154
3.3101   27.3879
3.3201   27.6631
3.3301   27.9411
