0.001   1.001
0.011   1.01106
0.021   1.02122
0.031   1.03149
0.041   1.04185
0.051   1.05232
0.061   1.0629
0.071   1.07358
0.081   1.08437
0.091   1.09527
0.101   1.10628
0.111   1.11739
0.121   1.12862
0.131   1.13997
0.141   1.15142
0.151   1.163
0.161   1.17468
0.171   1.18649
0.181   1.19842
0.191   1.21046
0.201   1.22262
0.211   1.23491
0.221   1.24732
0.231   1.25986
0.241   1.27252
0.251   1.28531
0.261   1.29823
0.271   1.31128
0.281   1.32445
0.291   1.33776
0.301   1.35121
0.311   1.36479
0.321   1.37851
0.331   1.39236
0.341   1.40635
0.351   1.42049
0.361   1.43476
0.371   1.44918
0.381   1.46375
0.391   1.47846
0.401   1.49332
0.411   1.50833
0.421   1.52348
0.431   1.5388
0.441   1.55426
0.451   1.56988
0.461   1.58566
0.471   1.60159
0.481   1.61769
0.491   1.63395
0.501   1.65037
0.511   1.66696
0.521   1.68371
0.531   1.70063
0.541   1.71772
0.551   1.73499
0.561   1.75242
0.571   1.77004
0.581   1.78783
0.591   1.80579
0.601   1.82394
0.611   1.84227
0.621   1.86079
0.631   1.87949
0.641   1.89838
0.651   1.91746
0.661   1.93673
0.671   1.95619
0.681   1.97585
0.691   1.99571
0.701   2.01577
0.711   2.03603
0.721   2.05649
0.731   2.07716
0.741   2.09803
0.751   2.11912
0.761   2.14042
0.771   2.16193
0.781   2.18365
0.791   2.2056
0.801   2.22777
0.811   2.25016
0.821   2.27277
0.831   2.29561
0.841   2.31868
0.851   2.34199
0.861   2.36553
0.871   2.3893
0.881   2.41331
0.891   2.43757
0.901   2.46206
0.911   2.48681
0.921   2.5118
0.931   2.53704
0.941   2.56254
0.951   2.5883
0.961   2.61431
0.971   2.64058
0.981   2.66712
0.991   2.69393
1.001   2.721
1.011   2.74835
1.021   2.77597
1.031   2.80387
1.041   2.83205
1.051   2.86051
1.061   2.88926
1.071   2.9183
1.081   2.94763
1.091   2.97725
1.101   3.00717
1.111   3.03739
1.121   3.06792
1.131   3.09875
1.141   3.1299
1.151   3.16135
1.161   3.19312
1.171   3.22522
1.181   3.25763
1.191   3.29037
1.201   3.32344
1.211   3.35684
1.221   3.39058
1.231   3.42465
1.241   3.45907
1.251   3.49384
1.261   3.52895
1.271   3.56442
1.281   3.60024
1.291   3.63642
1.301   3.67297
1.311   3.70988
1.321   3.74717
1.331   3.78483
1.341   3.82286
1.351   3.86128
1.361   3.90009
1.371   3.93929
1.381   3.97888
1.391   4.01887
1.401   4.05926
1.411   4.10005
1.421   4.14126
1.431   4.18288
1.441   4.22492
1.451   4.26738
1.461   4.31027
1.471   4.35359
1.481   4.39734
1.491   4.44153
1.501   4.48617
1.511   4.53126
1.521   4.5768
1.531   4.6228
1.541   4.66926
1.551   4.71618
1.561   4.76358
1.571   4.81146
1.581   4.85981
1.591   4.90866
1.601   4.95799
1.611   5.00782
1.621   5.05815
1.631   5.10898
1.641   5.16033
1.651   5.21219
1.661   5.26457
1.671   5.31748
1.681   5.37092
1.691   5.4249
1.701   5.47942
1.711   5.53449
1.721   5.59012
1.731   5.6463
1.741   5.70304
1.751   5.76036
1.761   5.81825
1.771   5.87673
1.781   5.93579
1.791   5.99544
1.801   6.0557
1.811   6.11656
1.821   6.17803
1.831   6.24012
1.841   6.30284
1.851   6.36618
1.861   6.43016
1.871   6.49479
1.881   6.56006
1.891   6.62599
1.901   6.69258
1.911   6.75985
1.921   6.82778
1.931   6.8964
1.941   6.96571
1.951   7.03572
1.961   7.10643
1.971   7.17785
1.981   7.24999
1.991   7.32285
2.001   7.39645
2.011   7.47078
2.021   7.54587
2.031   7.6217
2.041   7.6983
2.051   7.77567
2.061   7.85382
2.071   7.93275
2.081   8.01248
2.091   8.093
2.101   8.17434
2.111   8.25649
2.121   8.33947
2.131   8.42329
2.141   8.50794
2.151   8.59345
2.161   8.67981
2.171   8.76705
2.181   8.85516
2.191   8.94415
2.201   9.03404
2.211   9.12484
2.221   9.21654
2.231   9.30917
2.241   9.40273
2.251   9.49723
2.261   9.59268
2.271   9.68909
2.281   9.78646
2.291   9.88482
2.301   9.98416
2.311   10.0845
2.321   10.1859
2.331   10.2882
2.341   10.3916
2.351   10.4961
2.361   10.6015
2.371   10.7081
2.381   10.8157
2.391   10.9244
2.401   11.0342
2.411   11.1451
2.421   11.2571
2.431   11.3702
2.441   11.4845
2.451   11.5999
2.461   11.7165
2.471   11.8343
2.481   11.9532
2.491   12.0733
2.501   12.1947
2.511   12.3172
2.521   12.441
2.531   12.5661
2.541   12.6924
2.551   12.8199
2.561   12.9488
2.571   13.0789
2.581   13.2103
2.591   13.3431
2.601   13.4772
2.611   13.6127
2.621   13.7495
2.631   13.8877
2.641   14.0272
2.651   14.1682
2.661   14.3106
2.671   14.4544
2.681   14.5997
2.691   14.7464
2.701   14.8946
2.711   15.0443
2.721   15.1955
2.731   15.3482
2.741   15.5025
2.751   15.6583
2.761   15.8157
2.771   15.9746
2.781   16.1351
2.791   16.2973
2.801   16.4611
2.811   16.6265
2.821   16.7936
2.831   16.9624
2.841   17.1329
2.851   17.3051
2.861   17.479
2.871   17.6547
2.881   17.8321
2.891   18.0113
2.901   18.1923
2.911   18.3752
2.921   18.5598
2.931   18.7464
2.941   18.9348
2.951   19.1251
2.961   19.3173
2.971   19.5114
2.981   19.7075
2.991   19.9056
3.001   20.1056
3.011   20.3077
3.021   20.5118
3.031   20.7179
3.041   20.9262
3.051   21.1365
3.061   21.3489
3.071   21.5635
3.081   21.7802
3.091   21.9991
3.101   22.2202
3.111   22.4435
3.121   22.669
3.131   22.8969
3.141   23.127
3.151   23.3594
3.161   23.5942
3.171   23.8313
3.181   24.0708
3.191   24.3127
3.201   24.5571
3.211   24.8039
3.221   25.0532
3.231   25.3049
3.241   25.5593
3.251   25.8161
3.261   26.0756
3.271   26.3377
3.281   26.6024
3.291   26.8697
3.301   27.1398
