0.00000000000000e+00     0.00000000000000e+00     0.00000000000000e+00     0.00000000000000e+00     2.00000000000000e+01     0.00000000000000e+00     2.00000000000000e+00
1.00000000000000e-01     1.89905777305833e+00     -4.83216637548909e-01     1.98013266932447e-01     1.72041052576439e+01     -9.39864553778189e+00     1.96039734661351e+00
2.00000000000000e-01     3.30555816924640e+00     -1.79131067551795e+00     3.92105608476768e-01     1.03823349885610e+01     -1.61695287111284e+01     1.92157887830465e+00
3.00000000000000e-01     3.90072160264541e+00     -3.57749998494980e+00     5.82354664157512e-01     1.33235575472196e+00     -1.87881080162371e+01     1.88352906716850e+00
4.00000000000000e-01     3.57329631119400e+00     -5.39367593680532e+00     7.68836536133642e-01     -7.68303894626533e+00     -1.67877463686090e+01     1.84623269277327e+00
5.00000000000000e-01     2.43816365200009e+00     -6.80209233618866e+00     9.51625819640405e-01     -1.44980944113433e+01     -1.08303997927628e+01     1.80967483607192e+00
6.00000000000000e-01     7.99856239121885e-01     -7.48018406016165e+00     1.13079563282843e+00     -1.75608915486326e+01     -2.50324438357712e+00     1.77384087343432e+00
7.00000000000001e-01     -9.28081607441136e-01     -7.29358859706193e+00     1.30641764601194e+00     -1.62823266638214e+01     6.09912575661803e+00     1.73871647079762e+00
8.00000000000001e-01     -2.32677560615633e+00     -6.32106443111541e+00     1.47856211033789e+00     -1.11399670343457e+01     1.28980909170047e+01     1.70428757793242e+00
9.00000000000001e-01     -3.07291904937997e+00     -4.82720256980075e+00     1.64729788588729e+00     -3.52142903912769e+00     1.63300357608599e+01     1.67054042282254e+00
1.00000000000000e+00     -3.01274166026060e+00     -3.19153784751895e+00     1.81269246922019e+00     4.64485909445741e+00     1.57020158708068e+01     1.63746150615596e+00
1.09999999999999e+00     -2.19232510626456e+00     -1.81280974258752e+00     1.97481202037522e+00     1.13744163083154e+01     1.13241874798403e+01     1.60503759592495e+00
1.19999999999998e+00     -8.38689631200083e-01     -1.01236078985877e+00     2.13372138933447e+00     1.51059339769462e+01     4.39592031397213e+00     1.57325572213310e+00
1.29999999999997e+00     7.01871527363724e-01     -9.59927388927871e-01     2.28948414196434e+00     1.50599887498879e+01     -3.31737215903309e+00     1.54210317160713e+00
1.39999999999996e+00     2.05171049123669e+00     -1.63878331442708e+00     2.44216258544275e+00     1.13957413296172e+01     -9.93079579329809e+00     1.51156748291145e+00
1.49999999999995e+00     2.89383276125416e+00     -2.85707165200671e+00     2.59181779318283e+00     5.13587518771564e+00     -1.38977494758695e+01     1.48163644136343e+00
1.59999999999993e+00     3.04571775752725e+00     -4.30079012746902e+00     2.73850962926310e+00     -2.11309418885053e+00     -1.43684307621426e+01     1.45229807414738e+00
1.69999999999992e+00     2.49792012031337e+00     -5.61406002030584e+00     2.88229677237391e+00     -8.56988412559195e+00     -1.13667885975057e+01     1.42354064552521e+00
1.79999999999991e+00     1.40955379887684e+00     -6.48631390277843e+00     3.02323673928970e+00     -1.27134802736676e+01     -5.75050621382858e+00     1.39535265214206e+00
1.89999999999990e+00     6.34351082177186e-02     -6.72517281952870e+00     3.16138590787645e+00     -1.36385511192871e+01     1.02785902281709e+00     1.36772281842471e+00
1.99999999999989e+00     -1.20675078855506e+00     -6.29805589553920e+00     3.29679953964361e+00     -1.12489293199851e+01     7.29336512188306e+00     1.34064009207128e+00
