0   1   1
0.1   1.1   1.1
0.2   1.2   1.21
0.3   1.3   1.331
0.4   1.4   1.4641
0.5   1.5   1.61051
0.6   1.6   1.77156
0.7   1.7   1.94872
0.8   1.8   2.14359
0.9   1.9   2.35795
1   2   2.59374
1.1   2.1   2.85312
1.2   2.2   3.13843
1.3   2.3   3.45227
1.4   2.4   3.7975
1.5   2.5   4.17725
1.6   2.6   4.59497
1.7   2.7   5.05447
1.8   2.8   5.55992
1.9   2.9   6.11591
2   3   6.7275
2.1   3.1   7.40025
2.2   3.2   8.14027
2.3   3.3   8.9543
2.4   3.4   9.84973
2.5   3.5   10.8347
2.6   3.6   11.9182
2.7   3.7   13.11
2.8   3.8   14.421
2.9   3.9   15.8631
3   4   17.4494
3.1   4.1   19.1943
3.2   4.2   21.1138
3.3   4.3   23.2252
3.4   4.4   25.5477
3.5   4.5   28.1024
3.6   4.6   30.9127
3.7   4.7   34.0039
3.8   4.8   37.4043
3.9   4.9   41.1448
4   5   45.2593
4.1   5.1   49.7852
4.2   5.2   54.7637
4.3   5.3   60.2401
4.4   5.4   66.2641
4.5   5.5   72.8905
4.6   5.6   80.1795
4.7   5.7   88.1975
4.8   5.8   97.0172
4.9   5.9   106.719
5   6   117.391
5.1   6.1   129.13
5.2   6.2   142.043
5.3   6.3   156.247
5.4   6.4   171.872
5.5   6.5   189.059
5.6   6.6   207.965
5.7   6.7   228.762
5.8   6.8   251.638
5.9   6.9   276.801
6   7   304.482
6.1   7.1   334.93
6.2   7.2   368.423
6.3   7.3   405.265
6.4   7.4   445.792
6.5   7.5   490.371
6.6   7.6   539.408
6.7   7.7   593.349
6.8   7.8   652.683
6.9   7.9   717.952
7   8   789.747
7.1   8.1   868.722
7.2   8.2   955.594
7.3   8.3   1051.15
7.4   8.4   1156.27
7.5   8.5   1271.9
7.6   8.6   1399.08
7.7   8.7   1538.99
7.8   8.8   1692.89
7.9   8.9   1862.18
8   9   2048.4
8.1   9.1   2253.24
8.2   9.2   2478.56
8.3   9.3   2726.42
8.4   9.4   2999.06
8.5   9.5   3298.97
8.6   9.6   3628.87
8.7   9.7   3991.75
8.8   9.8   4390.93
8.9   9.9   4830.02
9   10   5313.02
9.1   10.1   5844.32
9.2   10.2   6428.76
9.3   10.3   7071.63
9.4   10.4   7778.8
9.5   10.5   8556.68
9.6   10.6   9412.34
9.7   10.7   10353.6
9.8   10.8   11388.9
9.9   10.9   12527.8
10   11   13780.6
10.1   11.1   15158.7
10.2   11.2   16674.5
10.3   11.3   18342
10.4   11.4   20176.2
10.5   11.5   22193.8
10.6   11.6   24413.2
10.7   11.7   26854.5
10.8   11.8   29540
10.9   11.9   32494
11   12   35743.4
11.1   12.1   39317.7
11.2   12.2   43249.5
11.3   12.3   47574.4
11.4   12.4   52331.9
11.5   12.5   57565
11.6   12.6   63321.5
11.7   12.7   69653.7
11.8   12.8   76619.1
11.9   12.9   84281
12   13   92709.1
12.1   13.1   101980
12.2   13.2   112178
12.3   13.3   123396
12.4   13.4   135735
12.5   13.5   149309
12.6   13.6   164240
12.7   13.7   180664
12.8   13.8   198730
12.9   13.9   218603
13   14   240463
13.1   14.1   264510
13.2   14.2   290961
13.3   14.3   320057
13.4   14.4   352063
13.5   14.5   387269
13.6   14.6   425996
13.7   14.7   468595
13.8   14.8   515455
13.9   14.9   567000
14   15   623700
14.1   15.1   686070
14.2   15.2   754677
14.3   15.3   830145
14.4   15.4   913160
14.5   15.5   1.00448e+06
14.6   15.6   1.10492e+06
14.7   15.7   1.21542e+06
14.8   15.8   1.33696e+06
14.9   15.9   1.47065e+06
15   16   1.61772e+06
15.1   16.1   1.77949e+06
15.2   16.2   1.95744e+06
15.3   16.3   2.15318e+06
15.4   16.4   2.3685e+06
15.5   16.5   2.60535e+06
15.6   16.6   2.86589e+06
15.7   16.7   3.15247e+06
15.8   16.8   3.46772e+06
15.9   16.9   3.81449e+06
16   17   4.19594e+06
16.1   17.1   4.61554e+06
16.2   17.2   5.07709e+06
16.3   17.3   5.5848e+06
16.4   17.4   6.14328e+06
16.5   17.5   6.75761e+06
16.6   17.6   7.43337e+06
16.7   17.7   8.17671e+06
16.8   17.8   8.99438e+06
16.9   17.9   9.89382e+06
17   18   1.08832e+07
17.1   18.1   1.19715e+07
17.2   18.2   1.31687e+07
17.3   18.3   1.44855e+07
17.4   18.4   1.59341e+07
17.5   18.5   1.75275e+07
17.6   18.6   1.92802e+07
17.7   18.7   2.12083e+07
17.8   18.8   2.33291e+07
17.9   18.9   2.5662e+07
18   19   2.82282e+07
18.1   19.1   3.1051e+07
18.2   19.2   3.41561e+07
18.3   19.3   3.75717e+07
18.4   19.4   4.13289e+07
18.5   19.5   4.54618e+07
18.6   19.6   5.0008e+07
18.7   19.7   5.50088e+07
18.8   19.8   6.05097e+07
18.9   19.9   6.65606e+07
19   20   7.32167e+07
19.1   20.1   8.05384e+07
19.2   20.2   8.85922e+07
19.3   20.3   9.74514e+07
19.4   20.4   1.07197e+08
19.5   20.5   1.17916e+08
19.6   20.6   1.29708e+08
19.7   20.7   1.42679e+08
19.8   20.8   1.56947e+08
19.9   20.9   1.72641e+08
