           200 2.95259918949328e+08 4.84767379164696e+02 
            400 1.86131844160951e+08 3.09352267980576e+01 
           800 1.05769574862448e+08 1.95368677377701e+00 
          2000 4.58789903596948e+07 5.03221750259399e-02 
          4000 2.35851494857523e+07 3.14694643020630e-03 
          20000 4.82427449108034e+06 1.40070915222168e-05 
         200000 4.84890384052575e+05 3.57627868652344e-06 
 
