0   1   1
0.001   1.001   1.001
0.002   1.002   1.002
0.003   1.003   1.003
0.004   1.004   1.00401
0.005   1.005   1.00501
0.006   1.006   1.00602
0.007   1.007   1.00702
0.008   1.008   1.00803
0.009   1.009   1.00904
0.01   1.01   1.01005
0.011   1.011   1.01106
0.012   1.012   1.01207
0.013   1.013   1.01308
0.014   1.014   1.01409
0.015   1.015   1.01511
0.016   1.016   1.01612
0.017   1.017   1.01714
0.018   1.018   1.01815
0.019   1.019   1.01917
0.02   1.02   1.02019
0.021   1.021   1.02121
0.022   1.022   1.02223
0.023   1.023   1.02325
0.024   1.024   1.02428
0.025   1.025   1.0253
0.026   1.026   1.02633
0.027   1.027   1.02735
0.028   1.028   1.02838
0.029   1.029   1.02941
0.03   1.03   1.03044
0.031   1.031   1.03147
0.032   1.032   1.0325
0.033   1.033   1.03353
0.034   1.034   1.03457
0.035   1.035   1.0356
0.036   1.036   1.03664
0.037   1.037   1.03767
0.038   1.038   1.03871
0.039   1.039   1.03975
0.04   1.04   1.04079
0.041   1.041   1.04183
0.042   1.042   1.04287
0.043   1.043   1.04392
0.044   1.044   1.04496
0.045   1.045   1.046
0.046   1.046   1.04705
0.047   1.047   1.0481
0.048   1.048   1.04915
0.049   1.049   1.05019
0.05   1.05   1.05124
0.051   1.051   1.0523
0.052   1.052   1.05335
0.053   1.053   1.0544
0.054   1.054   1.05546
0.055   1.055   1.05651
0.056   1.056   1.05757
0.057   1.057   1.05863
0.058   1.058   1.05968
0.059   1.059   1.06074
0.06   1.06   1.0618
0.061   1.061   1.06287
0.062   1.062   1.06393
0.063   1.063   1.06499
0.064   1.064   1.06606
0.065   1.065   1.06712
0.066   1.066   1.06819
0.067   1.067   1.06926
0.068   1.068   1.07033
0.069   1.069   1.0714
0.07   1.07   1.07247
0.071   1.071   1.07354
0.072   1.072   1.07462
0.073   1.073   1.07569
0.074   1.074   1.07677
0.075   1.075   1.07784
0.076   1.076   1.07892
0.077   1.077   1.08
0.078   1.078   1.08108
0.079   1.079   1.08216
0.08   1.08   1.08324
0.081   1.081   1.08433
0.082   1.082   1.08541
0.083   1.083   1.0865
0.084   1.084   1.08758
0.085   1.085   1.08867
0.086   1.086   1.08976
0.087   1.087   1.09085
0.088   1.088   1.09194
0.089   1.089   1.09303
0.09   1.09   1.09413
0.091   1.091   1.09522
0.092   1.092   1.09631
0.093   1.093   1.09741
0.094   1.094   1.09851
0.095   1.095   1.09961
0.096   1.096   1.10071
0.097   1.097   1.10181
0.098   1.098   1.10291
0.099   1.099   1.10401
0.1   1.1   1.10512
0.101   1.101   1.10622
0.102   1.102   1.10733
0.103   1.103   1.10843
0.104   1.104   1.10954
0.105   1.105   1.11065
0.106   1.106   1.11176
0.107   1.107   1.11287
0.108   1.108   1.11399
0.109   1.109   1.1151
0.11   1.11   1.11622
0.111   1.111   1.11733
0.112   1.112   1.11845
0.113   1.113   1.11957
0.114   1.114   1.12069
0.115   1.115   1.12181
0.116   1.116   1.12293
0.117   1.117   1.12405
0.118   1.118   1.12518
0.119   1.119   1.1263
0.12   1.12   1.12743
0.121   1.121   1.12856
0.122   1.122   1.12969
0.123   1.123   1.13081
0.124   1.124   1.13195
0.125   1.125   1.13308
0.126   1.126   1.13421
0.127   1.127   1.13534
0.128   1.128   1.13648
0.129   1.129   1.13762
0.13   1.13   1.13875
0.131   1.131   1.13989
0.132   1.132   1.14103
0.133   1.133   1.14217
0.134   1.134   1.14332
0.135   1.135   1.14446
0.136   1.136   1.1456
0.137   1.137   1.14675
0.138   1.138   1.1479
0.139   1.139   1.14904
0.14   1.14   1.15019
0.141   1.141   1.15134
0.142   1.142   1.15249
0.143   1.143   1.15365
0.144   1.144   1.1548
0.145   1.145   1.15596
0.146   1.146   1.15711
0.147   1.147   1.15827
0.148   1.148   1.15943
0.149   1.149   1.16059
0.15   1.15   1.16175
0.151   1.151   1.16291
0.152   1.152   1.16407
0.153   1.153   1.16524
0.154   1.154   1.1664
0.155   1.155   1.16757
0.156   1.156   1.16874
0.157   1.157   1.1699
0.158   1.158   1.17107
0.159   1.159   1.17224
0.16   1.16   1.17342
0.161   1.161   1.17459
0.162   1.162   1.17577
0.163   1.163   1.17694
0.164   1.164   1.17812
0.165   1.165   1.1793
0.166   1.166   1.18048
0.167   1.167   1.18166
0.168   1.168   1.18284
0.169   1.169   1.18402
0.17   1.17   1.1852
0.171   1.171   1.18639
0.172   1.172   1.18758
0.173   1.173   1.18876
0.174   1.174   1.18995
0.175   1.175   1.19114
0.176   1.176   1.19233
0.177   1.177   1.19353
0.178   1.178   1.19472
0.179   1.179   1.19591
0.18   1.18   1.19711
0.181   1.181   1.19831
0.182   1.182   1.19951
0.183   1.183   1.2007
0.184   1.184   1.20191
0.185   1.185   1.20311
0.186   1.186   1.20431
0.187   1.187   1.20551
0.188   1.188   1.20672
0.189   1.189   1.20793
0.19   1.19   1.20913
0.191   1.191   1.21034
0.192   1.192   1.21155
0.193   1.193   1.21277
0.194   1.194   1.21398
0.195   1.195   1.21519
0.196   1.196   1.21641
0.197   1.197   1.21762
0.198   1.198   1.21884
0.199   1.199   1.22006
0.2   1.2   1.22128
0.201   1.201   1.2225
0.202   1.202   1.22372
0.203   1.203   1.22495
0.204   1.204   1.22617
0.205   1.205   1.2274
0.206   1.206   1.22863
0.207   1.207   1.22986
0.208   1.208   1.23109
0.209   1.209   1.23232
0.21   1.21   1.23355
0.211   1.211   1.23478
